uniprot_id,pubchem_id,interaction
BECN1,51683,1
BECN1,54454,1
BECN1,54900,1
BECN1,60823,1
BECN1,62923,1
BECN1,64735,1
BECN1,64927,1
BECN1,65064,1
BECN1,65312,1
BECN1,65411,1
BECN1,65981,1
BECN1,66166,1
BECN1,67734,1
BECN1,67822,1
BECN1,68296,1
BECN1,68740,1
BECN1,71388,1
BECN1,71905,1
BECN1,72281,1
BECN1,73078,1
BECN1,73384,1
BECN1,73597,1
BECN1,74483,1
BECN1,77222,1
BECN1,77999,1
BECN1,84298,1
BECN1,89594,1
BECN1,91466,1
BECN1,91550,1
BECN1,92427,1
BECN1,96356,1
BECN1,104955,1
BECN1,104993,1
BECN1,107526,1
BECN1,107901,1
BECN1,107969,1
BECN1,107985,1
BECN1,108168,1
BECN1,108223,1
BECN1,110635,1
BECN1,114481,1
BECN1,121396,1
BECN1,122724,1
BECN1,122738,1
BECN1,123631,1
BECN1,126941,1
BECN1,154279,1
BECN1,161557,1
BECN1,162859,1
BECN1,165688,1
BECN1,174706,1
BECN1,175805,1
BECN1,176155,1
BECN1,176408,1
BECN1,176871,1
BECN1,177880,1
BECN1,186907,1
BECN1,222757,1
BECN1,246598,1
BECN1,253602,1
BECN1,312145,1
BECN1,352938,1
BECN1,387447,1
BECN1,439533,1
BECN1,441541,1
BECN1,442458,1
BECN1,442530,1
BECN1,442583,1
BECN1,442793,1
BECN1,443495,1
BECN1,444795,1
BECN1,445154,1
BECN1,445434,1
BECN1,446925,1
BECN1,448537,1
BECN1,448601,1
BECN1,451668,1
BECN1,457193,1
BECN1,590836,1
BECN1,644019,1
BECN1,830608,1
BECN1,969516,1
BECN1,1548943,1
BECN1,1548972,1
BECN1,2733515,1
BECN1,2834965,1
BECN1,3000706,1
BECN1,3006531,1
BECN1,3018355,1
BECN1,3032536,1
BECN1,3032581,1
BECN1,3086599,1
BECN1,3091786,1
BECN1,3467590,1
BECN1,3825829,1
BECN1,4068248,1
BECN1,5280343,1
BECN1,5280443,1
BECN1,5280445,1
BECN1,5280453,1
BECN1,5280647,1
BECN1,5280795,1
BECN1,5281224,1
BECN1,5281233,1
BECN1,5281319,1
BECN1,5281576,1
BECN1,5281605,1
BECN1,5281614,1
BECN1,5281616,1
BECN1,5281727,1
BECN1,5281788,1
BECN1,5281847,1
BECN1,5281858,1
BECN1,5283560,1
BECN1,5284373,1
BECN1,5284461,1
BECN1,5288783,1
BECN1,5288826,1
BECN1,5311139,1
BECN1,5311172,1
BECN1,5311501,1
BECN1,5329102,1
BECN1,5352425,1
BECN1,5353431,1
BECN1,5359596,1
BECN1,5387181,1
BECN1,5388962,1
BECN1,5458510,1
BECN1,5459308,1
BECN1,5462310,1
BECN1,5497171,1
BECN1,5702538,1
BECN1,5717801,1
BECN1,6018993,1
BECN1,6326970,1
BECN1,6435890,1
BECN1,6436223,1
BECN1,6476031,1
BECN1,6914120,1
BECN1,6918774,1
BECN1,9549209,1
BECN1,9578570,1
BECN1,9814817,1
BECN1,9818306,1
BECN1,9887712,1
BECN1,9910393,1
BECN1,9918693,1
BECN1,10091424,1
BECN1,10200390,1
BECN1,10313045,1
BECN1,10334137,1
BECN1,11168203,1
BECN1,11178236,1
BECN1,11228183,1
BECN1,11450633,1
BECN1,11524144,1
BECN1,11601669,1
BECN1,11655119,1
BECN1,11784642,1
BECN1,11949646,1
BECN1,12313376,1
BECN1,12359166,1
BECN1,12934390,1
BECN1,14036811,1
BECN1,14101198,1
BECN1,14240392,1
BECN1,15558620,1
BECN1,16211032,1
BECN1,21146795,1
BECN1,21944094,1
BECN1,24776445,1
BECN1,24808138,1
BECN1,24866313,1
BECN1,25167777,1
BECN1,44144393,1
BECN1,46907787,1
BECN1,53308655,1
BECN1,53308705,1
BECN1,53469448,1
BECN1,54679073,1
BECN1,54680783,1
BECN1,56970298,1
BECN1,57426056,1
BECN1,69247748,1
BECN1,71307558,1
BECN1,73073981,1
BECN1,76336194,1
BECN1,88776687,1
BECN1,135398658,1
BECN1,135398661,1
BECN1,139269842,1
BECN1,154926030,1
BECN1,169408274,1
CDN2A,11,1
CDN2A,241,1
CDN2A,247,1
CDN2A,264,1
CDN2A,297,1
CDN2A,544,1
CDN2A,702,1
CDN2A,784,1
CDN2A,785,1
CDN2A,890,1
CDN2A,896,1
CDN2A,935,1
CDN2A,936,1
CDN2A,977,1
CDN2A,991,1
CDN2A,1119,1
CDN2A,1254,1
CDN2A,1322,1
CDN2A,1530,1
CDN2A,1983,1
CDN2A,2148,1
CDN2A,2236,1
CDN2A,2336,1
CDN2A,2347,1
CDN2A,2478,1
CDN2A,2513,1
CDN2A,2533,1
CDN2A,2578,1
CDN2A,2719,1
CDN2A,2797,1
CDN2A,2912,1
CDN2A,2973,1
CDN2A,3026,1
CDN2A,3036,1
CDN2A,3120,1
CDN2A,3121,1
CDN2A,3334,1
CDN2A,3385,1
CDN2A,3386,1
CDN2A,3496,1
CDN2A,3536,1
CDN2A,3637,1
CDN2A,3639,1
CDN2A,3657,1
CDN2A,3676,1
CDN2A,3749,1
CDN2A,3902,1
CDN2A,3973,1
CDN2A,4032,1
CDN2A,4055,1
CDN2A,4115,1
CDN2A,4261,1
CDN2A,4763,1
CDN2A,4913,1
CDN2A,4927,1
CDN2A,5186,1
CDN2A,5235,1
CDN2A,5258,1
CDN2A,5291,1
CDN2A,5350,1
CDN2A,5394,1
CDN2A,5452,1
CDN2A,5564,1
CDN2A,5641,1
CDN2A,5694,1
CDN2A,5753,1
CDN2A,5757,1
CDN2A,5770,1
CDN2A,5833,1
CDN2A,5865,1
CDN2A,5881,1
CDN2A,5897,1
CDN2A,5909,1
CDN2A,5921,1
CDN2A,5936,1
CDN2A,5943,1
CDN2A,5952,1
CDN2A,5959,1
CDN2A,6001,1
CDN2A,6036,1
CDN2A,6124,1
CDN2A,6197,1
CDN2A,6303,1
CDN2A,6338,1
CDN2A,6410,1
CDN2A,6549,1
CDN2A,6597,1
CDN2A,6623,1
CDN2A,6626,1
CDN2A,6636,1
CDN2A,6754,1
CDN2A,6781,1
CDN2A,6782,1
CDN2A,7127,1
CDN2A,7290,1
CDN2A,7489,1
CDN2A,7833,1
CDN2A,8029,1
CDN2A,8343,1
CDN2A,8370,1
CDN2A,8434,1
CDN2A,8461,1
CDN2A,8515,1
CDN2A,8575,1
CDN2A,9153,1
CDN2A,9317,1
CDN2A,9444,1
CDN2A,9554,1
CDN2A,10404,1
CDN2A,10461,1
CDN2A,10836,1
CDN2A,11164,1
CDN2A,12035,1
CDN2A,12111,1
CDN2A,12251,1
CDN2A,12967,1
CDN2A,14180,1
CDN2A,14457,1
CDN2A,14805,1
CDN2A,14833,1
CDN2A,15625,1
CDN2A,15939,1
CDN2A,16078,1
CDN2A,18283,1
CDN2A,18529,1
CDN2A,20393,1
CDN2A,23973,1
CDN2A,23976,1
CDN2A,23978,1
CDN2A,24385,1
CDN2A,24462,1
CDN2A,24470,1
CDN2A,24502,1
CDN2A,24612,1
CDN2A,24823,1
CDN2A,24857,1
CDN2A,24934,1
CDN2A,24947,1
CDN2A,25408,1
CDN2A,25477,1
CDN2A,25517,1
CDN2A,26041,1
CDN2A,26042,1
CDN2A,26077,1
CDN2A,26090,1
CDN2A,27924,1
CDN2A,28094,1
CDN2A,28179,1
CDN2A,29131,1
CDN2A,29327,1
CDN2A,30323,1
CDN2A,31703,1
CDN2A,31736,1
CDN2A,33037,1
CDN2A,33184,1
CDN2A,35370,1
CDN2A,36462,1
CDN2A,39484,1
CDN2A,40127,1
CDN2A,47289,1
CDN2A,54454,1
CDN2A,60750,1
CDN2A,60838,1
CDN2A,60953,1
CDN2A,65064,1
CDN2A,67499,1
CDN2A,67734,1
CDN2A,71398,1
CDN2A,75318,1
CDN2A,82148,1
CDN2A,89594,1
CDN2A,91144,1
CDN2A,92272,1
CDN2A,92729,1
CDN2A,105034,1
CDN2A,107526,1
CDN2A,107876,1
CDN2A,110394,1
CDN2A,119245,1
CDN2A,123591,1
CDN2A,148124,1
CDN2A,161597,1
CDN2A,163263,1
CDN2A,163659,1
CDN2A,171249,1
CDN2A,176155,1
CDN2A,186907,1
CDN2A,261000,1
CDN2A,409301,1
CDN2A,433294,1
CDN2A,439246,1
CDN2A,441541,1
CDN2A,442530,1
CDN2A,443119,1
CDN2A,443495,1
CDN2A,444732,1
CDN2A,444795,1
CDN2A,445154,1
CDN2A,445434,1
CDN2A,446738,1
CDN2A,447905,1
CDN2A,451668,1
CDN2A,456214,1
CDN2A,459617,1
CDN2A,462382,1
CDN2A,517277,1
CDN2A,590836,1
CDN2A,627458,1
CDN2A,642376,1
CDN2A,644019,1
CDN2A,657298,1
CDN2A,830608,1
CDN2A,969516,1
CDN2A,1349907,1
CDN2A,1548887,1
CDN2A,1548943,1
CDN2A,2723949,1
CDN2A,2733487,1
CDN2A,3006531,1
CDN2A,3032552,1
CDN2A,3032581,1
CDN2A,3082143,1
CDN2A,3091786,1
CDN2A,4068248,1
CDN2A,4521392,1
CDN2A,5113032,1
CDN2A,5280343,1
CDN2A,5280953,1
CDN2A,5281576,1
CDN2A,5281703,1
CDN2A,5281727,1
CDN2A,5281787,1
CDN2A,5284359,1
CDN2A,5284461,1
CDN2A,5284616,1
CDN2A,5287969,1
CDN2A,5288209,1
CDN2A,5311497,1
CDN2A,5315263,1
CDN2A,5330286,1
CDN2A,5359596,1
CDN2A,5388993,1
CDN2A,5460467,1
CDN2A,5462310,1
CDN2A,5717801,1
CDN2A,6433207,1
CDN2A,6438357,1
CDN2A,6442177,1
CDN2A,6452300,1
CDN2A,6917864,1
CDN2A,6918638,1
CDN2A,9549209,1
CDN2A,9855813,1
CDN2A,9887054,1
CDN2A,9910393,1
CDN2A,9988135,1
CDN2A,10017512,1
CDN2A,10214423,1
CDN2A,11524144,1
CDN2A,11719003,1
CDN2A,11751549,1
CDN2A,15571694,1
CDN2A,15983966,1
CDN2A,16222096,1
CDN2A,16654980,1
CDN2A,16682730,1
CDN2A,16718576,1
CDN2A,21679027,1
CDN2A,23672308,1
CDN2A,24785538,1
CDN2A,24857286,1
CDN2A,25033539,1
CDN2A,42611257,1
CDN2A,44462760,1
CDN2A,44631903,1
CDN2A,44631912,1
CDN2A,45375953,1
CDN2A,46207586,1
CDN2A,46220502,1
CDN2A,46854655,1
CDN2A,46907787,1
CDN2A,50992434,1
CDN2A,54215251,1
CDN2A,54670067,1
CDN2A,54676038,1
CDN2A,54676228,1
CDN2A,56649281,1
CDN2A,71494949,1
CDN2A,71600087,1
CDN2A,86278622,1
CDN2A,86287518,1
CDN2A,88776687,1
CDN2A,121492971,1
CDN2A,131633415,1
CDN2A,135398658,1
CDN2A,135984730,1
CDN2A,168010173,1
IGF1,11,1
IGF1,178,1
IGF1,206,1
IGF1,222,1
IGF1,264,1
IGF1,297,1
IGF1,300,1
IGF1,312,1
IGF1,460,1
IGF1,544,1
IGF1,702,1
IGF1,727,1
IGF1,784,1
IGF1,785,1
IGF1,896,1
IGF1,931,1
IGF1,935,1
IGF1,977,1
IGF1,980,1
IGF1,1018,1
IGF1,1254,1
IGF1,1322,1
IGF1,1388,1
IGF1,1775,1
IGF1,1983,1
IGF1,2083,1
IGF1,2162,1
IGF1,2247,1
IGF1,2256,1
IGF1,2265,1
IGF1,2286,1
IGF1,2333,1
IGF1,2336,1
IGF1,2337,1
IGF1,2347,1
IGF1,2361,1
IGF1,2375,1
IGF1,2477,1
IGF1,2513,1
IGF1,2519,1
IGF1,2526,1
IGF1,2540,1
IGF1,2554,1
IGF1,2578,1
IGF1,2703,1
IGF1,2730,1
IGF1,2796,1
IGF1,2797,1
IGF1,2912,1
IGF1,2998,1
IGF1,3017,1
IGF1,3026,1
IGF1,3035,1
IGF1,3036,1
IGF1,3053,1
IGF1,3101,1
IGF1,3120,1
IGF1,3121,1
IGF1,3224,1
IGF1,3331,1
IGF1,3347,1
IGF1,3352,1
IGF1,3385,1
IGF1,3397,1
IGF1,3440,1
IGF1,3446,1
IGF1,3488,1
IGF1,3496,1
IGF1,3589,1
IGF1,3672,1
IGF1,3676,1
IGF1,3715,1
IGF1,3758,1
IGF1,3763,1
IGF1,3779,1
IGF1,3899,1
IGF1,3973,1
IGF1,4115,1
IGF1,4156,1
IGF1,4247,1
IGF1,4284,1
IGF1,4449,1
IGF1,4485,1
IGF1,4495,1
IGF1,4594,1
IGF1,4713,1
IGF1,4754,1
IGF1,4763,1
IGF1,4778,1
IGF1,4788,1
IGF1,4829,1
IGF1,4871,1
IGF1,4873,1
IGF1,4943,1
IGF1,5042,1
IGF1,5206,1
IGF1,5213,1
IGF1,5234,1
IGF1,5235,1
IGF1,5291,1
IGF1,5382,1
IGF1,5426,1
IGF1,5519,1
IGF1,5564,1
IGF1,5591,1
IGF1,5641,1
IGF1,5694,1
IGF1,5743,1
IGF1,5753,1
IGF1,5754,1
IGF1,5755,1
IGF1,5756,1
IGF1,5757,1
IGF1,5789,1
IGF1,5819,1
IGF1,5852,1
IGF1,5865,1
IGF1,5889,1
IGF1,5917,1
IGF1,5920,1
IGF1,5921,1
IGF1,5943,1
IGF1,5952,1
IGF1,5988,1
IGF1,5991,1
IGF1,5994,1
IGF1,5997,1
IGF1,6001,1
IGF1,6013,1
IGF1,6041,1
IGF1,6128,1
IGF1,6137,1
IGF1,6197,1
IGF1,6207,1
IGF1,6228,1
IGF1,6251,1
IGF1,6303,1
IGF1,6338,1
IGF1,6366,1
IGF1,6410,1
IGF1,6529,1
IGF1,6540,1
IGF1,6575,1
IGF1,6579,1
IGF1,6618,1
IGF1,6623,1
IGF1,6625,1
IGF1,6626,1
IGF1,6636,1
IGF1,6758,1
IGF1,6777,1
IGF1,6781,1
IGF1,6795,1
IGF1,6944,1
IGF1,6950,1
IGF1,7127,1
IGF1,7187,1
IGF1,7290,1
IGF1,7961,1
IGF1,8029,1
IGF1,8289,1
IGF1,8343,1
IGF1,8370,1
IGF1,8445,1
IGF1,8461,1
IGF1,8515,1
IGF1,8554,1
IGF1,8561,1
IGF1,8606,1
IGF1,8607,1
IGF1,8742,1
IGF1,8814,1
IGF1,8955,1
IGF1,9001,1
IGF1,9119,1
IGF1,9153,1
IGF1,9154,1
IGF1,9317,1
IGF1,9416,1
IGF1,9502,1
IGF1,9554,1
IGF1,9687,1
IGF1,9723,1
IGF1,9880,1
IGF1,10288,1
IGF1,10461,1
IGF1,10635,1
IGF1,11045,1
IGF1,11164,1
IGF1,11349,1
IGF1,11742,1
IGF1,11747,1
IGF1,12035,1
IGF1,12111,1
IGF1,12389,1
IGF1,12699,1
IGF1,13089,1
IGF1,13109,1
IGF1,13257,1
IGF1,13591,1
IGF1,13836,1
IGF1,14219,1
IGF1,14257,1
IGF1,14410,1
IGF1,14805,1
IGF1,14806,1
IGF1,15032,1
IGF1,15096,1
IGF1,15625,1
IGF1,15787,1
IGF1,15939,1
IGF1,16078,1
IGF1,16322,1
IGF1,17570,1
IGF1,18529,1
IGF1,18728,1
IGF1,20392,1
IGF1,22932,1
IGF1,23931,1
IGF1,23954,1
IGF1,23973,1
IGF1,23976,1
IGF1,23978,1
IGF1,23985,1
IGF1,23994,1
IGF1,24012,1
IGF1,24014,1
IGF1,24085,1
IGF1,24197,1
IGF1,24261,1
IGF1,24385,1
IGF1,24408,1
IGF1,24424,1
IGF1,24462,1
IGF1,24480,1
IGF1,24502,1
IGF1,24808,1
IGF1,24934,1
IGF1,24947,1
IGF1,24965,1
IGF1,25408,1
IGF1,25477,1
IGF1,25517,1
IGF1,25674,1
IGF1,26176,1
IGF1,26177,1
IGF1,27924,1
IGF1,29327,1
IGF1,30323,1
IGF1,31369,1
IGF1,31703,1
IGF1,32014,1
IGF1,33184,1
IGF1,36159,1
IGF1,36811,1
IGF1,37034,1
IGF1,37035,1
IGF1,37036,1
IGF1,37182,1
IGF1,38018,1
IGF1,38251,1
IGF1,38479,1
IGF1,39042,1
IGF1,39385,1
IGF1,39484,1
IGF1,39676,1
IGF1,40024,1
IGF1,40585,1
IGF1,43226,1
IGF1,43234,1
IGF1,44259,1
IGF1,47462,1
IGF1,47936,1
IGF1,53232,1
IGF1,54454,1
IGF1,54900,1
IGF1,55245,1
IGF1,60700,1
IGF1,60838,1
IGF1,60961,1
IGF1,61486,1
IGF1,62531,1
IGF1,62959,1
IGF1,63090,1
IGF1,65064,1
IGF1,66021,1
IGF1,66166,1
IGF1,66420,1
IGF1,67296,1
IGF1,67545,1
IGF1,67821,1
IGF1,68296,1
IGF1,68546,1
IGF1,68740,1
IGF1,68861,1
IGF1,71398,1
IGF1,72304,1
IGF1,72435,1
IGF1,73665,1
IGF1,73864,1
IGF1,74483,1
IGF1,75576,1
IGF1,75725,1
IGF1,76302,1
IGF1,77999,1
IGF1,82146,1
IGF1,83975,1
IGF1,84704,1
IGF1,86132,1
IGF1,89594,1
IGF1,91511,1
IGF1,91820,1
IGF1,95168,1
IGF1,95170,1
IGF1,100332,1
IGF1,100907,1
IGF1,103634,1
IGF1,104730,1
IGF1,104741,1
IGF1,104850,1
IGF1,104865,1
IGF1,107526,1
IGF1,107901,1
IGF1,107935,1
IGF1,107982,1
IGF1,107985,1
IGF1,108007,1
IGF1,123591,1
IGF1,123631,1
IGF1,123976,1
IGF1,124886,1
IGF1,129228,1
IGF1,136917,1
IGF1,158103,1
IGF1,158333,1
IGF1,160570,1
IGF1,161597,1
IGF1,168836,1
IGF1,170209,1
IGF1,171092,1
IGF1,171249,1
IGF1,176155,1
IGF1,179337,1
IGF1,186907,1
IGF1,216239,1
IGF1,222757,1
IGF1,232446,1
IGF1,246598,1
IGF1,253602,1
IGF1,261000,1
IGF1,312145,1
IGF1,352938,1
IGF1,409301,1
IGF1,433294,1
IGF1,439260,1
IGF1,441074,1
IGF1,441140,1
IGF1,441325,1
IGF1,442428,1
IGF1,442530,1
IGF1,443495,1
IGF1,444266,1
IGF1,444732,1
IGF1,444795,1
IGF1,445154,1
IGF1,445434,1
IGF1,445643,1
IGF1,446320,1
IGF1,446512,1
IGF1,446925,1
IGF1,448537,1
IGF1,448601,1
IGF1,449171,1
IGF1,449459,1
IGF1,457193,1
IGF1,480764,1
IGF1,480774,1
IGF1,493570,1
IGF1,542762,1
IGF1,608116,1
IGF1,637568,1
IGF1,656583,1
IGF1,657180,1
IGF1,657298,1
IGF1,688802,1
IGF1,969491,1
IGF1,969516,1
IGF1,1117196,1
IGF1,1349907,1
IGF1,1548943,1
IGF1,1548972,1
IGF1,2723949,1
IGF1,2724354,1
IGF1,2733404,1
IGF1,2733484,1
IGF1,2733487,1
IGF1,2999413,1
IGF1,3006531,1
IGF1,3032536,1
IGF1,3032581,1
IGF1,3083544,1
IGF1,4668801,1
IGF1,5245480,1
IGF1,5278396,1
IGF1,5280343,1
IGF1,5280373,1
IGF1,5280453,1
IGF1,5280805,1
IGF1,5280961,1
IGF1,5281576,1
IGF1,5281605,1
IGF1,5281607,1
IGF1,5281707,1
IGF1,5281807,1
IGF1,5281969,1
IGF1,5282379,1
IGF1,5283344,1
IGF1,5283560,1
IGF1,5283731,1
IGF1,5284373,1
IGF1,5284627,1
IGF1,5288209,1
IGF1,5311333,1
IGF1,5318997,1
IGF1,5323714,1
IGF1,5328779,1
IGF1,5352425,1
IGF1,5355130,1
IGF1,5357402,1
IGF1,5358116,1
IGF1,5359268,1
IGF1,5359596,1
IGF1,5359597,1
IGF1,5360373,1
IGF1,5360545,1
IGF1,5388962,1
IGF1,5388993,1
IGF1,5460341,1
IGF1,5462222,1
IGF1,5462310,1
IGF1,5470187,1
IGF1,5491959,1
IGF1,5748352,1
IGF1,6437063,1
IGF1,6437371,1
IGF1,6451150,1
IGF1,6509863,1
IGF1,6912226,1
IGF1,6914273,1
IGF1,6918055,1
IGF1,6918386,1
IGF1,6918638,1
IGF1,7433743,1
IGF1,9549209,1
IGF1,9823887,1
IGF1,9825149,1
IGF1,9848818,1
IGF1,9887054,1
IGF1,9898279,1
IGF1,9904141,1
IGF1,9937619,1
IGF1,9989226,1
IGF1,10313045,1
IGF1,11318905,1
IGF1,11476171,1
IGF1,13962857,1
IGF1,14771682,1
IGF1,15951529,1
IGF1,16211032,1
IGF1,16218924,1
IGF1,16684434,1
IGF1,16760658,1
IGF1,17755052,1
IGF1,20057167,1
IGF1,21599928,1
IGF1,21944094,1
IGF1,22788210,1
IGF1,22882070,1
IGF1,23672308,1
IGF1,23676225,1
IGF1,24778708,1
IGF1,24808138,1
IGF1,24964624,1
IGF1,25074887,1
IGF1,46907787,1
IGF1,54670067,1
IGF1,54676038,1
IGF1,54679073,1
IGF1,54690031,1
IGF1,56842239,1
IGF1,56973721,1
IGF1,86278274,1
IGF1,86278622,1
IGF1,88776687,1
IGF1,90488743,1
IGF1,129010138,1
IGF1,131634194,1
IGF1,135398511,1
IGF1,135398658,1
IGF1,135398661,1
IGF1,135398737,1
IGF1,135423792,1
IGF1,135484659,1
IGF1,137229713,1
IGF1,149435321,1
IGF1,168010143,1
KLOT,227,1
KLOT,460,1
KLOT,464,1
KLOT,527,1
KLOT,544,1
KLOT,558,1
KLOT,674,1
KLOT,702,1
KLOT,763,1
KLOT,778,1
KLOT,790,1
KLOT,802,1
KLOT,807,1
KLOT,896,1
KLOT,936,1
KLOT,943,1
KLOT,977,1
KLOT,999,1
KLOT,1045,1
KLOT,1061,1
KLOT,1102,1
KLOT,1103,1
KLOT,1145,1
KLOT,1146,1
KLOT,2336,1
KLOT,3121,1
KLOT,3496,1
KLOT,3520,1
KLOT,3758,1
KLOT,3845,1
KLOT,4455,1
KLOT,4763,1
KLOT,4871,1
KLOT,5591,1
KLOT,5743,1
KLOT,5819,1
KLOT,5862,1
KLOT,5881,1
KLOT,5991,1
KLOT,6184,1
KLOT,6329,1
KLOT,6341,1
KLOT,6366,1
KLOT,6410,1
KLOT,6579,1
KLOT,6623,1
KLOT,6675,1
KLOT,6777,1
KLOT,6795,1
KLOT,8130,1
KLOT,8175,1
KLOT,8554,1
KLOT,9317,1
KLOT,9723,1
KLOT,10111,1
KLOT,10258,1
KLOT,10461,1
KLOT,10635,1
KLOT,10964,1
KLOT,11045,1
KLOT,11164,1
KLOT,12035,1
KLOT,12111,1
KLOT,14806,1
KLOT,14969,1
KLOT,15625,1
KLOT,15939,1
KLOT,16078,1
KLOT,20392,1
KLOT,20393,1
KLOT,21109,1
KLOT,23973,1
KLOT,23994,1
KLOT,24502,1
KLOT,24947,1
KLOT,25517,1
KLOT,26042,1
KLOT,29327,1
KLOT,31289,1
KLOT,31703,1
KLOT,36314,1
KLOT,38078,1
KLOT,38347,1
KLOT,55891,1
KLOT,60846,1
KLOT,63090,1
KLOT,65064,1
KLOT,65351,1
KLOT,65411,1
KLOT,69698,1
KLOT,73318,1
KLOT,76716,1
KLOT,77999,1
KLOT,95168,1
KLOT,108192,1
KLOT,114833,1
KLOT,115255,1
KLOT,119593,1
KLOT,123796,1
KLOT,123798,1
KLOT,123831,1
KLOT,123979,1
KLOT,145068,1
KLOT,160437,1
KLOT,169148,1
KLOT,439260,1
KLOT,439918,1
KLOT,440713,1
KLOT,440810,1
KLOT,441564,1
KLOT,443103,1
KLOT,443495,1
KLOT,445154,1
KLOT,446220,1
KLOT,516902,1
KLOT,605266,1
KLOT,638034,1
KLOT,657298,1
KLOT,2723949,1
KLOT,2733785,1
KLOT,3976006,1
KLOT,4615423,1
KLOT,5280352,1
KLOT,5280453,1
KLOT,5280795,1
KLOT,5280961,1
KLOT,5281168,1
KLOT,5281807,1
KLOT,5281877,1
KLOT,5283314,1
KLOT,5283316,1
