UniprotID,Uniprot Name,Ligand SMILES,PubChem_CID
Q96EB6,SIR1_HUMAN,CN(C)CCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,91663534
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,24772043
Q96EB6,SIR1_HUMAN,CN(C)CCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,57395073
Q96EB6,SIR1_HUMAN,CN(C)CCCCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,57398602
Q96EB6,SIR1_HUMAN,CN(C)CCOCCOCCOCCOCCOCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,57395075
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=O)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,57345650
Q96EB6,SIR1_HUMAN,Cc1ccc(cc1NC(=O)c1cccc(NC(=O)Nc2cccc(c2)C(=O)Nc2cc(ccc2C)C(=O)Nc2ccc(c3cc(cc(c23)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)c1)C(=O)Nc1ccc(c2cc(cc(c12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,5361
Q96EB6,SIR1_HUMAN,Oc1cc(O)c2cc(oc2c1)-c1cc(O)c(O)c(O)c1,86762743
Q96EB6,SIR1_HUMAN,Oc1cc(O)c2cc(oc2c1)-c1cc(F)cc(F)c1,54590961
Q96EB6,SIR1_HUMAN,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c12,54590963
Q96EB6,SIR1_HUMAN,Oc1cc(O)c2c(coc2c1)-c1cc(F)cc(F)c1,54591044
Q96EB6,SIR1_HUMAN,Oc1cc(O)c2c(coc2c1)-c1ccc(F)cc1,54591047
Q96EB6,SIR1_HUMAN,Oc1cc(O)c2c(c(Br)oc2c1)-c1cc(F)cc(F)c1,54591048
Q96EB6,SIR1_HUMAN,CC(=S)NCCCCC(NC(=O)Oc1ccccc1)C(=O)Nc1ccccc1,122580129
Q96EB6,SIR1_HUMAN,CCCC(=S)NCCCCC(NC(=O)Oc1ccccc1)C(=O)Nc1ccccc1,122580127
Q96EB6,SIR1_HUMAN,CCCCCCC(=S)NCCCCC(NC(=O)Oc1ccccc1)C(=O)Nc1ccccc1,122580128
Q96EB6,SIR1_HUMAN,CCCCCCCCCCCCCC(=S)NCCCCC(NC(=O)Oc1ccccc1)C(=O)Nc1ccccc1,71533676
Q96EB6,SIR1_HUMAN,NC(=O)c1ccc2NC(C3C4CCC(C4)C3c2c1)c1ccccc1,3153421
Q96EB6,SIR1_HUMAN,O=C(NCc1cccnc1)c1ccc2NC(C3C4CCC(C4)C3c2c1)c1ccccc1,3154530
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccccc2C)cc1,49847039
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2cccc(Br)c2)cc1,49847118
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(Br)cc2)cc1,49847188
Q96EB6,SIR1_HUMAN,CC(C)c1ccc(cc1)C(=O)NC(=S)Nc1ccc(NC(=O)CCCCN(C)C)cc1,49847196
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C)c(Br)c2)cc1,49847264
Q96EB6,SIR1_HUMAN,COc1ccc(cc1C(F)(F)F)C(=O)NC(=S)Nc1ccc(NC(=O)CCCCN(C)C)cc1,90936478
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(Cl)c(Cl)c2)cc1,57398538
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1O,54757991
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)c1ccccc1,54669816
Q96EB6,SIR1_HUMAN,CN(C)CCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,57391608
Q96EB6,SIR1_HUMAN,CCCc1ccc(cc1)C(=O)NC(=S)Nc1ccc(NC(=O)CCCCN(C)C)cc1,57400270
Q96EB6,SIR1_HUMAN,CCCCc1ccc(cc1)C(=O)NC(=S)Nc1ccc(NC(=O)CCCCN(C)C)cc1,49847120
Q96EB6,SIR1_HUMAN,CCCCCc1ccc(cc1)C(=O)NC(=S)Nc1ccc(NC(=O)CCCCN(C)C)cc1,49847270
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccccc2)cc1,49847186
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C)cc2)cc1,49847190
Q96EB6,SIR1_HUMAN,COc1ccc(cc1)C(=O)NC(=S)Nc1ccc(NC(=O)CCCCN(C)C)cc1,49847192
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2)cc1,49847124
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2cccc(C)c2)cc1,49847272
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(c(Br)c2)C(C)(C)C)cc1,49806788
Q96EB6,SIR1_HUMAN,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1,57392691
Q96EB6,SIR1_HUMAN,CN(C)CCCCNC(=O)c1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,57403131
Q96EB6,SIR1_HUMAN,O=C(Nc1ccc(CN2CCNCC2)cc1-c1nc2ccccc2[nH]1)c1cnc2ccccc2n1,44138107
Q96EB6,SIR1_HUMAN,O=C(Nc1ccccc1-c1nc2ccccc2[nH]1)c1cnc2ccccc2n1,44591533
Q96EB6,SIR1_HUMAN,CN(C)c1cccc(c1)C(=O)Nc1ccccc1-c1nc2ncccc2o1,44591510
Q96EB6,SIR1_HUMAN,O=c1nc2oc3ccc4ccccc4c3cc2c(=O)n1Cc1ccccc1,70676626
Q96EB6,SIR1_HUMAN,O=c1nc2oc3ccc4ccccc4c3cc2c(=O)n1C1CCCCC1,70676625
Q96EB6,SIR1_HUMAN,CCCCn1c(=O)nc2oc3ccc4ccccc4c3cc2c1=O,70676624
Q96EB6,SIR1_HUMAN,C=CCn1c(=O)nc2oc3ccc4ccccc4c3cc2c1=O,70676623
Q96EB6,SIR1_HUMAN,CCCn1c(=O)nc2oc3ccc4ccccc4c3cc2c1=O,70676622
Q96EB6,SIR1_HUMAN,CCn1c(=O)nc2oc3ccc4ccccc4c3cc2c1=O,70676484
Q96EB6,SIR1_HUMAN,Cn1c(=O)nc2oc3ccc4ccccc4c3cc2c1=O,70676483
Q96EB6,SIR1_HUMAN,O=c1nc2oc3ccc4ccccc4c3cc2c(=O)n1-c1ccccc1,46231289
Q96EB6,SIR1_HUMAN,COc1ccc(cc1OC)C(=O)Nc1ccccc1-c1nc2ncccc2o1,44591509
Q96EB6,SIR1_HUMAN,CN(C)c1cccc(c1)C(=O)Nc1cccc(c1)-c1nc2ncccc2o1,44591883
Q96EB6,SIR1_HUMAN,COc1ccc(cc1OC)C(=O)Nc1cccc(c1)-c1nc2ncccc2o1,1114244
Q96EB6,SIR1_HUMAN,O=C1N(CCNCCCNCCCNCCN2C(=O)c3cccc4cccc(C2=O)c34)C(=O)c2cccc3cccc1c23,71458835
Q96EB6,SIR1_HUMAN,Oc1c(Br)cc(\C=C2/C(=O)Nc3c2ccc(Cl)c3Cl)cc1Br,45486324
Q96EB6,SIR1_HUMAN,O=C1NC(=S)NC(=O)C1=Cc1cc2ccccc2[nH]1,5511942
Q96EB6,SIR1_HUMAN,O=C1NC(=S)NC(=O)C1=Cc1cccc2ccccc12,694858
Q96EB6,SIR1_HUMAN,Cc1ccc2[nH]c(=O)c(C=C3C(=O)NC(=S)NC3=O)cc2c1,5397113
Q96EB6,SIR1_HUMAN,CC(C(=O)Nc1cccc(c1)\N=C\c1c(O)ccc2ccccc12)c1ccccc1,42626405
Q96EB6,SIR1_HUMAN,CC(NC(=O)c1ccccc1\N=C\c1c(O)ccc2ccccc12)c1ccccc1,5717148
Q96EB6,SIR1_HUMAN,NC(=O)c1ccccc1Nc1ccccc1,96455
Q96EB6,SIR1_HUMAN,CCOC(=O)CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,44138532
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,45483031
Q96EB6,SIR1_HUMAN,Cc1ccc(cc1NC(=O)c1cccc(NC(=O)Nc2cccc(c2)C(=O)Nc2cc(ccc2C)C(=O)Nc2ccc(c3cc(cc(c23)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O)c1)C(=O)Nc1ccc(c2cc(cc(c12)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,3943541
Q96EB6,SIR1_HUMAN,NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,5113032
Q96EB6,SIR1_HUMAN,Clc1ccc(Cl)c(c1)-c1ccc(\C=C(/C#N)C(=O)Nc2cccc3ncccc23)o1,2130404
Q96EB6,SIR1_HUMAN,CCCCn1c(=O)nc2oc3ccccc3cc2c1=O,70676792
Q96EB6,SIR1_HUMAN,CCCn1c(=O)nc2oc3ccccc3cc2c1=O,70676628
Q96EB6,SIR1_HUMAN,CCn1c(=O)nc2oc3ccccc3cc2c1=O,70676627
Q96EB6,SIR1_HUMAN,Cn1c(=O)nc2oc3ccccc3cc2c1=O,12761967
Q96EB6,SIR1_HUMAN,O=C1CC(=S)NC(=O)\C1=C\c1cc2ccccc2[nH]1,134139976
Q96EB6,SIR1_HUMAN,Oc1ccccc1-c1nc2ccc(Cl)cn2c1NCc1ccc2OCOc2c1,3205822
Q96EB6,SIR1_HUMAN,CC(C)=CCC\C(C)=C\C[C@@H]1C[C@@]2(CC=C(C)C)C(O)=C(Cc3ccc(O)c(O)c3)C(=O)[C@](CC=C(C)C)(C2=O)[C@@]1(C)CCC=C(C)C,16073643
Q96EB6,SIR1_HUMAN,NC(=O)C1CCCc2c1[nH]c1ccc(O)cc21,11694306
Q96EB6,SIR1_HUMAN,CCCCc1nn(C)c2nc(=O)n(C)c(=O)c2n1,4238838
Q96EB6,SIR1_HUMAN,NC(=O)C1CCCc2c1[nH]c1ccccc21,4262314
Q96EB6,SIR1_HUMAN,NC(=O)c1cccc(Nc2ccccc2)c1,68509298
Q96EB6,SIR1_HUMAN,CCc1ccccc1-n1c(N)c(C(=O)NCC2CCCO2)c2nc3ccccc3nc12,3274235
Q96EB6,SIR1_HUMAN,NC(=O)c1ccccc1Oc1ccccc1,3290567
Q96EB6,SIR1_HUMAN,NC1=C(C#N)C(=C2C=CC(=O)C=C2)C(C#N)=C(N1)SCC(=O)c1ccc(O)c(O)c1,5346620
Q96EB6,SIR1_HUMAN,NC(=O)c1cccnc1,936
Q96EB6,SIR1_HUMAN,COCCCn1c(N)c(C(=O)NC2CCCC2)c2nc3ccccc3nc12,1882365
Q96EB6,SIR1_HUMAN,OC(=O)c1ccccc1Nc1ccccc1,4386
Q96EB6,SIR1_HUMAN,CN(c1ccccc1)c1ccccc1C(N)=O,67523832
Q96EB6,SIR1_HUMAN,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CC1=CCC(=C\C1=N\C(=O)C1=CC=C\C(C1)=N/C(=O)/N=C1/CC(=CC=C1)C(=O)\N=C1\CC(=CC=C1C)C(=O)\N=C1/CC=C(c2cc(cc(c12)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O)C(=O)\N=C1/CC=C(c2cc(cc(c12)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,73355035
Q96EB6,SIR1_HUMAN,CN(C)\C=N\C(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,3459836
Q96EB6,SIR1_HUMAN,Cc1ccc2[nH]c3C(CCCc3c2c1)C(O)=O,2834642
Q96EB6,SIR1_HUMAN,Cn1ncnc2c1nc(=O)n(C)c2=O,66541
Q96EB6,SIR1_HUMAN,Fc1cccc(c1)-n1cc(CSC(=S)N2CCN(CC2)C(=S)SCc2cn(nn2)-c2ccccc2F)nn1,134133370
Q96EB6,SIR1_HUMAN,Nc1c(c2nc3ccccc3nc2n1-c1ccc(F)cc1)S(=O)(=O)c1ccccc1,1915791
Q96EB6,SIR1_HUMAN,CC(C)C(=O)[C@@]12C(=O)C(CC=C(C)C)=C(OCC(O)=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,98185391
Q96EB6,SIR1_HUMAN,Cc1ccc(cc1)-c1nn(C)c2nc(=O)n(C)c(=O)c2n1,6459022
Q96EB6,SIR1_HUMAN,CC(C)C(=O)[C@@]12C(O)=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,441298
Q96EB6,SIR1_HUMAN,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1cc(NC(=O)Nc2cccc(c2)C(=O)Nc2cccc(c2)C(=O)Nc2ccc(c3cc(cc(c23)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O)cc(c1)C(=O)Nc1cccc(c1)C(=O)Nc1ccc(c2cc(cc(c12)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,134144404
Q96EB6,SIR1_HUMAN,OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)\C=C\c1ccc(O)c(O)c1,10428959
Q96EB6,SIR1_HUMAN,O=C1NC(=S)NC(=O)C1=Cc1ccc(cc1)-c1ccccc1,3610426
Q96EB6,SIR1_HUMAN,COc1ccc2[nH]c3C(CCCc3c2c1)C(O)=O,21399939
Q96EB6,SIR1_HUMAN,Brc1ccc2c3CC(C(=O)Oc3ccc2c1)c1ccccc1,6918866
Q96EB6,SIR1_HUMAN,COC1=C(C(=O)c2ccccc2)C(=O)[C@]2(CC=C(C)C)C[C@@H](C(O)=O)C(C)(C)[C@@]1(CC=C(C)C)C2=O,134137237
Q96EB6,SIR1_HUMAN,CC(C)=CCC\C(C)=C\C[C@@H]1C[C@@]2(CC=C(C)C)C(O)=C(C(=O)c3ccc(O)c(O)c3)C(=O)[C@](CC=C(C)C)(C2=O)[C@@]1(C)CCC=C(C)C,16073617
Q96EB6,SIR1_HUMAN,O=C(NC1(CCNCC1)C(=O)NCCc1c[nH]c2ccccc12)\C=C\c1ccc(OCc2ccccc2)cc1,44427280
Q96EB6,SIR1_HUMAN,Fc1ccc(COc2ccc(\C=C\C(=O)NC3(CCNCC3)C(=O)NCCc3c[nH]c4ccc(F)cc34)cc2)cc1,5811220
Q96EB6,SIR1_HUMAN,CCOC(=O)c1ccc2n(CCO)c(nc2c1)-c1ccc2OCOc2c1,73333924
Q96EB6,SIR1_HUMAN,CCOC(=O)c1ccc2n(CCO)c(nc2c1)-c1ccc(cc1)N1CCCCC1,73333808
Q96EB6,SIR1_HUMAN,CCOC(=O)c1ccc2n(CCO)c(nc2c1)-c1ccc(cc1)N(C)C,73333807
Q96EB6,SIR1_HUMAN,CC(C)(C)c1ccc(cc1)C(O)=O,7403
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)CNC(=O)CCCCCCC(=O)NCCCC[C@H](NC1=O)C(N)=O,134132512
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2csc3ccccc23)NC(=O)CCCCCCC(=O)NCCCC[C@H](NC1=O)C(N)=O,134141382
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CCCCCCC(=O)NCCC[C@H](NC1=O)C(N)=O,134153152
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2csc3ccccc23)NC(=O)CCCCCCC(=O)NC[C@H](NC1=O)C(N)=O,134132760
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2csc3ccccc23)NC(=O)CCCCCCC(=O)NCCC[C@H](NC1=O)C(N)=O,134150759
Q96EB6,SIR1_HUMAN,CCCC[C@@H]1NC(=O)CCCCCCC(=O)NC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC1=O)C(N)=O,134155806
Q96EB6,SIR1_HUMAN,CCCC[C@@H]1NC(=O)CCCCCCC(=O)NCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC1=O)C(N)=O,134148556
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)CNCCC(=O)NCCCC[C@H](NC1=O)C(N)=O,134148882
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2csc3ccccc23)NC(=O)CCCCCCC(=O)NCC[C@H](NC1=O)C(N)=O,134148970
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CCCCCCC(=O)NCC[C@H](NC1=O)C(N)=O,134143263
Q96EB6,SIR1_HUMAN,CCCC[C@@H]1NC(=O)CCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC1=O)C(N)=O,134130814
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CCCCCCC(=O)NCCCC[C@H](NC1=O)C(N)=O,134145576
Q96EB6,SIR1_HUMAN,CCCC[C@@H]1NC(=O)CCCCCCC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC1=O)C(N)=O,134142322
Q96EB6,SIR1_HUMAN,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CCCCCCC(=O)NC[C@H](NC1=O)C(N)=O,134141051
Q96EB6,SIR1_HUMAN,NC(=O)[C@@H]1CCCc2c1[nH]c1ccc(Cl)cc21,707032
Q96EB6,SIR1_HUMAN,NC(=O)c1cc2ncnc(N3CCN(CCN4CCCC4)CC3)c2s1,71654914
Q96EB6,SIR1_HUMAN,NC(=O)c1cc2ncnc(N3CCC(CCN4CCCC4)CC3)c2s1,71654913
Q96EB6,SIR1_HUMAN,NC(=O)c1cc2ncnc(N3CCC(CN4CCCC4)CC3)c2s1,71654912
Q96EB6,SIR1_HUMAN,CS(=O)(=O)NCCN1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654911
Q96EB6,SIR1_HUMAN,CS(=O)(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71304815
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCCN1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654910
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654909
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCCC1CCN(CC1)c1ncnc2ccsc12,71654993
Q96EB6,SIR1_HUMAN,CNC(=O)c1cc2ncnc(N3CCC(CCNC(=O)C(C)(C)C)CC3)c2s1,71654992
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(O)=O,71654991
Q96EB6,SIR1_HUMAN,Cc1c(sc2c(ncnc12)N1CCC(CCNC(=O)C(C)(C)C)CC1)C(N)=O,71654990
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCCC1CCN(CC1)c1nccc2cc(sc12)C(N)=O,71654989
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCCC1CCN(CC1)c1ccnc2cc(sc12)C(N)=O,71654988
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCCC1CCN(CC1)c1ncnc2cc(oc12)C(N)=O,71654987
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71304814
Q96EB6,SIR1_HUMAN,CC(C)(C)C(=O)NCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654843
Q96EB6,SIR1_HUMAN,CC(=S)NCCN1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654842
Q96EB6,SIR1_HUMAN,CC(=S)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654841
Q96EB6,SIR1_HUMAN,CC(=O)NCCN1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654840
Q96EB6,SIR1_HUMAN,CC(=O)NCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654839
Q96EB6,SIR1_HUMAN,NC(=O)c1cc2ncnc(Cl)c2s1,71654770
Q96EB6,SIR1_HUMAN,CCNc1ncnc2cc(sc12)C(N)=O,71654838
Q96EB6,SIR1_HUMAN,NC(=O)c1cc2ncnc(N3CCCCC3)c2s1,71654775
Q96EB6,SIR1_HUMAN,NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71655141
Q96EB6,SIR1_HUMAN,CC(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654774
Q96EB6,SIR1_HUMAN,CC(C)(C)OC(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71655063
Q96EB6,SIR1_HUMAN,NC(=O)c1cc2ncnc(N3CCC(CCNC(=O)c4cccs4)CC3)c2s1,71654773
Q96EB6,SIR1_HUMAN,NC(=O)c1cc2ncnc(N3CCC(CCNC(=O)c4ccc(s4)C(O)=O)CC3)c2s1,71654772
Q96EB6,SIR1_HUMAN,CC(C)(C)OC(=O)c1ccc(s1)C(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71654771
Q96EB6,SIR1_HUMAN,CCNC(=O)c1ccc(s1)C(=O)NCCN1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71655062
Q96EB6,SIR1_HUMAN,CCNC(=O)c1ccc(s1)C(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71304813
Q96EB6,SIR1_HUMAN,CCNC(=O)c1cccc(c1)C(=O)NCCN1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71655061
Q96EB6,SIR1_HUMAN,CCNC(=O)c1cccc(c1)C(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,71655060
Q96EB6,SIR1_HUMAN,CCCCC[C@H]1CC(=O)c2cc(Cl)cc(Br)c2O1,66560391
Q96EB6,SIR1_HUMAN,Oc1ccc(O)c(c1)C(=O)c1coc2ccc(O)cc12,687118
Q96EB6,SIR1_HUMAN,COc1ccc(O)cc1C(=O)c1coc2ccc(O)cc12,71717955
Q96EB6,SIR1_HUMAN,COc1ccc(O)c(c1)C(=O)c1coc2ccc(O)cc12,71719783
Q96EB6,SIR1_HUMAN,COc1ccc(OC)c(c1)C(=O)c1coc2ccc(O)cc12,626866
Q96EB6,SIR1_HUMAN,Oc1cccc(c1)C(=O)c1coc2ccc(O)cc12,71717360
Q96EB6,SIR1_HUMAN,Oc1ccc2occ(C(=O)c3ccccc3O)c2c1,71718571
Q96EB6,SIR1_HUMAN,COc1cc2c(C(=O)c3ccc(Br)cc3)c(C)oc2c2ccccc12,1068167
Q96EB6,SIR1_HUMAN,COc1ccc(cc1)C(=O)c1coc2c1cc(O)c1ccccc21,746633
Q96EB6,SIR1_HUMAN,Oc1cc2c(coc2c2ccccc12)C(=O)c1ccc(Br)cc1,1211361
